date,return,equity,cash,gross_exposure,open_positions,fold_year
2021-01-01 00:00:00+00:00,0.0,1.0,1.0,0.0,0,2021
2021-01-02 00:00:00+00:00,0.0,1.0,1.0,0.0,0,2021
2021-01-03 00:00:00+00:00,0.006984809208834042,1.006984809208834,1.002402654179895,0.05110099791315839,2,2021
2021-01-04 00:00:00+00:00,-0.0018217935159828835,1.0051502908127241,1.0052548269003423,0.026910608307238387,1,2021
2021-01-05 00:00:00+00:00,0.001639939636677079,1.0067986766154453,1.0050797110958778,0.05346288813850862,2,2021
2021-01-06 00:00:00+00:00,0.002474114843433073,1.0092896121656083,1.005396475185709,0.050540305122356445,2,2021
2021-01-07 00:00:00+00:00,0.002768473157653606,1.0120838033651873,1.0049889366032037,0.0819004427302146,3,2021
2021-01-08 00:00:00+00:00,-0.00024152640148511484,1.0118393584061591,1.0053919071997204,0.0756117856228392,3,2021
2021-01-09 00:00:00+00:00,0.002322923064703719,1.0141897833895759,1.0051679101006654,0.09254517294614499,4,2021
2021-01-10 00:00:00+00:00,-0.0030115994862883744,1.011135449958921,1.0068165187052205,0.058079724239727626,3,2021
2021-01-11 00:00:00+00:00,-0.006704633397187076,1.0043561574520465,1.0049211860777503,0.014150296623184812,1,2021
2021-01-12 00:00:00+00:00,0.00241206347440559,1.006778728254731,1.0049185366103686,0.016525138390811402,1,2021
2021-01-13 00:00:00+00:00,-0.00045982951207312883,1.006315781683352,1.0049073377632738,0.016083828141873684,1,2021
2021-01-14 00:00:00+00:00,-0.0010899240928142762,1.005218973867916,1.0048846346892326,0.015032849299998726,1,2021
2021-01-15 00:00:00+00:00,-0.00023903201117858597,1.0049786943549175,1.0048667893348917,0.014815111278110221,1,2021
2021-01-16 00:00:00+00:00,0.0007652536913529406,1.0057477580105036,1.0048126172898788,0.015622313611394701,1,2021
2021-01-17 00:00:00+00:00,0.0019555745964925375,1.0077145727765484,1.0054735371623937,0.013954952056102539,1,2021
2021-01-18 00:00:00+00:00,-0.0005141808051536412,1.0071964252861532,1.0053058572340832,0.03595064116807386,2,2021
2021-01-19 00:00:00+00:00,-0.0021716759735577185,1.005009121008706,1.0051736381901686,0.03398404185965667,2,2021
2021-01-20 00:00:00+00:00,0.0004289816409335234,1.0054402514705894,1.005104256499828,0.04933577814487357,3,2021
2021-01-21 00:00:00+00:00,-0.006713484910331302,0.9986902435141018,1.0014906991413277,0.012164870385219686,1,2021
2021-01-22 00:00:00+00:00,-0.0007472389163828419,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-23 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-24 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-25 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-26 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-27 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-28 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-29 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-30 00:00:00+00:00,0.0,0.9979439832987362,0.9979439832987362,0.0,0,2021
2021-01-31 00:00:00+00:00,-1.2058248151203266e-05,0.9979319498425446,0.9978720280345242,0.013615107961764631,1,2021
2021-02-01 00:00:00+00:00,0.0011390662683592456,0.9990686604647283,0.9978593873815935,0.014750039805933002,1,2021
2021-02-02 00:00:00+00:00,0.0017174568202209528,1.0007845177495125,0.998482045952292,0.038503220024461465,2,2021
2021-02-03 00:00:00+00:00,0.0033511346094634575,1.004138281383558,0.9983394507544132,0.058766227512304925,3,2021
2021-02-04 00:00:00+00:00,0.002752012286897809,1.00690168227167,1.0002896504285481,0.05538228018200735,3,2021
2021-02-05 00:00:00+00:00,0.006187790530756354,1.0131321789666334,1.0028887699219855,0.04608601294265882,3,2021
2021-02-06 00:00:00+00:00,-0.00031153750928269996,1.012816550291024,1.0027722641066033,0.045903771851767465,3,2021
2021-02-07 00:00:00+00:00,-0.0009336265927013532,1.0118709578261442,1.0027287353877792,0.04505518787113029,3,2021
2021-02-08 00:00:00+00:00,0.006106193259449499,1.0180496374482548,1.0095553185051618,0.03166590886410911,2,2021
2021-02-09 00:00:00+00:00,0.006844397256174473,1.025017573593455,1.0124345968013988,0.06932934542198776,4,2021
2021-02-10 00:00:00+00:00,0.0021340336544277694,1.0272049955918834,1.0260200673622892,0.038374638463111316,2,2021
2021-02-11 00:00:00+00:00,0.000912268063440802,1.0281420819039686,1.0255530672025477,0.08523425685635135,4,2021
2021-02-12 00:00:00+00:00,0.002207514425706103,1.0304117203814471,1.0251327966975827,0.08765703406676488,4,2021
2021-02-13 00:00:00+00:00,-0.0023722167407735917,1.027967360448469,1.0247186606039034,0.08589048138498492,4,2021
2021-02-14 00:00:00+00:00,0.0005091549120406214,1.0284907550794586,1.0242108248286068,0.08684943583800779,4,2021
2021-02-15 00:00:00+00:00,-0.001526288239812268,1.0269209817352252,1.0240526620214736,0.0856075909147448,4,2021
2021-02-16 00:00:00+00:00,-0.0007928596746187289,1.0261067774997874,1.02379835024978,0.0851298722100404,4,2021
2021-02-17 00:00:00+00:00,0.006175839827094576,1.0324438486031222,1.0227080727690518,0.059059891053296794,3,2021
2021-02-18 00:00:00+00:00,0.0035481132062240572,1.0361070762570357,1.0295562770744844,0.043223806025997444,2,2021
2021-02-19 00:00:00+00:00,0.011400670440753213,1.0479193915747744,1.0399006448322303,0.03943284387982747,2,2021
2021-02-20 00:00:00+00:00,-0.006793814273720722,1.040800021854585,1.0356411185579288,0.05466121478308141,3,2021
2021-02-21 00:00:00+00:00,0.0023291561031153485,1.0432242075776101,1.035475714757054,0.05701649044633033,3,2021
2021-02-22 00:00:00+00:00,-0.0057224910848518995,1.0372543663502456,1.0316501469311607,0.037510485089647536,2,2021
